Total... ,"","1 0.88% Write In, if any ",0 ,"",0.00%
DC Statehood Green Party Registration & Turnout ,"",45 Total... ,1 ,"",100.00%
Election Day Turnout ,"",1 2.22%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",0 ,"",0.00%
Total... ,"",1 2.22% Total... ,0 ,"",0.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",26 3.60% Marcus Skelton ,1 ,"",100.00%
Eleanor Holmes Norton ,"","694 95.99% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",3 0.41% Total... ,1 ,"",100.00%
Total... ,"",723 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",0 ,"",0.00%
Vincent Orange ,"",27 3.61% Total... ,0 ,"",0.00%
Adrian Fenty ,"",454 60.70% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","6 0.80% Write In, if any ",0 ,"",0.00%
Linda Cropp ,"",243 32.49%,"","",""
Artee (RT) Milligan ,"",1 0.13% Total... ,0 ,"",0.00%
Marie Johns ,"",15 2.01% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",2 0.27% Total... ,0 ,"",0.00%
Total... ,"",748 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,1 ,"",100.00%
Vincent C. Gray ,"","569 78.92% Write In, if any ",0 ,"",0.00%
Kathy Patterson ,"",151 20.94% Total... ,1 ,"",100.00%
"Write In, if any ","",1 0.14%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",721 100.00%,"","",""
"","","Write In, if any ",0 ,"",0.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,0 ,"",0.00%
Phil Mendelson ,"",369 52.49%,"","",""
A. Scott Bolden ,"",330 46.94% SG - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
"Write In, if any ","",4 0.57% Ann C. Wilcox ,1 ,"",100.00%
"","","Write In, if any ",0,"",""
Total... ,"",703 100.00% ,"","",0.00%
"","",Total... ,1 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",544 77.60% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",154 21.97% Joyce Robinson-Paul ,1 ,"",100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 121 ,Precinct 122,"",""
SG - UNITED STATES SENATOR ,(Final) Registration & Turnout ,"","1,599"
"Write In, if any ",0 0.00% Election Day Turnout ,419 ,26.20%
Total... ,1 100.00% Absentee Turnout ,4 ,0.25%
"",Provisional Turnout ,16 ,1.00%
SG - UNITED STATES REPRESENTATIVE ,(Final),"",""
Keith R. Ware ,1 Total... 100.00%,439 ,27.45%
"Write In, if any ",0 0.00% Democratic Registration & Turnout ,"","1,514"
Total... ,1 100.00% Election Day Turnout ,415 ,27.41%
"",Absentee Turnout ,4 ,0.26%
"",Provisional Turnout ,16 ,1.06%
"",Total... ,435 ,28.73%
"",Republican Registration & Turnout ,"",60
"",Election Day Turnout ,3 ,5.00%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,3 ,5.00%
"",DC Statehood Green Party Registration & Turnout ,"",25
"",Election Day Turnout ,1 ,4.00%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,1 ,4.00%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"",Andy Miscuk ,19 ,4.58%
"",Eleanor Holmes Norton ,396 ,95.42%
"","Write In, if any ",0 ,0.00%
"",Total... ,415 ,100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,11 ,2.54%
"",Adrian Fenty ,224 ,51.73%
"",Michael A. Brown ,7 ,1.62%
"",Linda Cropp ,168 ,38.80%
"",Artee (RT) Milligan ,1 ,0.23%
"",Marie Johns ,21 ,4.85%
"",Nestor Djonkam ,0 ,0.00%
"","Write In, if any ",1 ,0.23%
"",Total... ,433 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,321 ,77.35%
"",Kathy Patterson ,90 ,21.69%
"","Write In, if any ",4 ,0.96%
"",Total... ,415 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,200 ,49.75%
"",A. Scott Bolden ,199 ,49.50%
"","Write In, if any ",3 ,0.75%
"",Total... ,402 ,100.00%
"",DEM - UNITED STATES SENATOR ,"",(Final)
"",Michael D. Brown ,290 ,71.96%
"",Philip Pannell ,110 ,27.30%
"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 123 ,"",Precinct 123,"","",""
Registration & Turnout ,"","2,200 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","506 23.00% Write In, if any ",3 ,"",0.63%
Absentee Turnout ,"",3 0.14% Total... ,473 ,"",100.00%
Provisional Turnout ,"",16 0.73%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",525 23.86% Mike Panetta ,165 ,"",38.11%
Democratic Registration & Turnout ,"","1,985 John J. Forster ",197 ,"",45.50%
Election Day Turnout ,"",502 25.29% James S. Bubar ,63 ,"",14.55%
Absentee Turnout ,"","3 0.15% Write In, if any ",8 ,"",1.85%
Provisional Turnout ,"",16 0.81% Total... ,433 ,"",100.00%
Total... ,"",521 26.25% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","173 Write In, if any ",1 ,"",100.00%
Election Day Turnout ,"",1 0.58% Total... ,1 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"","",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"","",(Final)
"","",David W. Kranich ,0 ,"",0.00%
Total... ,"","1 0.58% Write In, if any ",1 ,"",100.00%
DC Statehood Green Party Registration & Turnout ,"",42 Total... ,1 ,"",100.00%
Election Day Turnout ,"",3 7.14%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",1 ,"",100.00%
Total... ,"",3 7.14% Total... ,1 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",18 3.56% Marcus Skelton ,0 ,"",0.00%
Eleanor Holmes Norton ,"","485 95.85% Write In, if any ",1 ,"",100.00%
"Write In, if any ","",3 0.59% Total... ,1 ,"",100.00%
Total... ,"",506 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",1 ,"",100.00%
Vincent Orange ,"",22 4.25% Total... ,1 ,"",100.00%
Adrian Fenty ,"",284 54.83% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","7 1.35% Write In, if any ",1 ,"",100.00%
Linda Cropp ,"",182 35.14%,"","",""
Artee (RT) Milligan ,"",1 0.19% Total... ,1 ,"",100.00%
Marie Johns ,"",22 4.25% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",1 ,"",100.00%
"Write In, if any ","",0 0.00% Total... ,1 ,"",100.00%
Total... ,"",518 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,1 ,"",33.33%
Vincent C. Gray ,"","411 81.55% Write In, if any ",2 ,"",66.67%
Kathy Patterson ,"",92 18.25% Total... ,3 ,"",100.00%
"Write In, if any ","",1 0.20%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",504 100.00%,"","",""
"","","Write In, if any ",2 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,2 ,"",100.00%
Phil Mendelson ,"",251 50.81%,"","",""
A. Scott Bolden ,"",238 48.18%SG - AT-LARGE MEMBER OF THE COUNCIL,"","",(Final)
"Write In, if any ","",5 1.01% Ann C. Wilcox ,1 ,"",100.00%
"","","Write In, if any ",0,"",""
Total... ,"",494 100.00% ,"","",0.00%
"","",Total... ,1 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",312 65.96% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",158 33.40% Joyce Robinson-Paul ,1 ,"",100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 123 ,Precinct 124,"",""
SG - UNITED STATES SENATOR ,(Final) Registration & Turnout ,"","2,205"
"Write In, if any ",0 0.00% Election Day Turnout ,659 ,29.89%
Total... ,1 100.00% Absentee Turnout ,17 ,0.77%
"",Provisional Turnout ,23 ,1.04%
SG - UNITED STATES REPRESENTATIVE ,(Final),"",""
Keith R. Ware ,1 Total... 100.00%,699 ,31.70%
"Write In, if any ",0 0.00% Democratic Registration & Turnout ,"","2,080"
Total... ,1 100.00% Election Day Turnout ,657 ,31.59%
"",Absentee Turnout ,17 ,0.82%
"",Provisional Turnout ,23 ,1.11%
"",Total... ,697 ,33.51%
"",Republican Registration & Turnout ,"",88
"",Election Day Turnout ,1 ,1.14%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,1 ,1.14%
"",DC Statehood Green Party Registration & Turnout ,"",37
"",Election Day Turnout ,1 ,2.70%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,1 ,2.70%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"",Andy Miscuk ,30 ,4.50%
"",Eleanor Holmes Norton ,633 ,95.05%
"","Write In, if any ",3 ,0.45%
"",Total... ,666 ,100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,13 ,1.90%
"",Adrian Fenty ,335 ,48.98%
"",Michael A. Brown ,7 ,1.02%
"",Linda Cropp ,301 ,44.01%
"",Artee (RT) Milligan ,0 ,0.00%
"",Marie Johns ,26 ,3.80%
"",Nestor Djonkam ,1 ,0.15%
"","Write In, if any ",1 ,0.15%
"",Total... ,684 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,540 ,81.82%
"",Kathy Patterson ,118 ,17.88%
"","Write In, if any ",2 ,0.30%
"",Total... ,660 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,338 ,52.65%
"",A. Scott Bolden ,300 ,46.73%
"","Write In, if any ",4 ,0.62%
"",Total... ,642 ,100.00%
"",DEM - UNITED STATES SENATOR ,"",(Final)
"",Michael D. Brown ,414 ,64.99%
"",Philip Pannell ,219 ,34.38%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Precinct Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
Precinct 124 ,Precinct 124,"","",""
DEM - UNITED STATES SENATOR ,(Final) SG - UNITED STATES SENATOR ,"","",(Final)
"Write In, if any ","4 0.63% Write In, if any ","",0 ,0.00%
Total... ,637 100.00% Total... ,"",1 ,100.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) SG - UNITED STATES REPRESENTATIVE ,"","",(Final)
Mike Panetta ,266 46.83% Keith R. Ware ,"",1 ,100.00%
John J. Forster ,"219 38.56% Write In, if any ","",0 ,0.00%
James S. Bubar ,70 12.32% Total... ,"",1 ,100.00%
"Write In, if any ",13 2.29%,"","",""
Total... ,568 100.00%,"","",""
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
David W. Kranich ,0 0.00%,"","",""
"Write In, if any ",1 100.00%,"","",""
Total... ,1 100.00%,"","",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",1 100.00%,"","",""
Total... ,1 100.00%,"","",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Marcus Skelton ,0 0.00%,"","",""
"Write In, if any ",1 100.00%,"","",""
Total... ,1 100.00%,"","",""
REP - UNITED STATES SENATOR ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
Chris Otten ,1 100.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,1 100.00%,"","",""
SG - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Ann C. Wilcox ,1 100.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,1 100.00%,"","",""
SG - UNITED STATES SENATOR ,(Final),"","",""
Joyce Robinson-Paul ,1 100.00%,"","",""
"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 125 ,"",Precinct 125,"","",""
Registration & Turnout ,"","3,471 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","851 24.52% Write In, if any ",10 ,"",1.21%
Absentee Turnout ,"",6 0.17% Total... ,824 ,"",100.00%
Provisional Turnout ,"",29 0.84%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",886 25.53% Mike Panetta ,273 ,"",35.87%
Democratic Registration & Turnout ,"","3,262 John J. Forster ",363 ,"",47.70%
Election Day Turnout ,"",846 25.94% James S. Bubar ,103 ,"",13.53%
Absentee Turnout ,"","6 0.18% Write In, if any ",22 ,"",2.89%
Provisional Turnout ,"",29 0.89% Total... ,761 ,"",100.00%
Total... ,"",881 27.01% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","158 Write In, if any ",0 ,"",0.00%
Election Day Turnout ,"",3 1.90% Total... ,0 ,"",0.00%
Absentee Turnout ,"",0 0.00%,"","",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"","",(Final)
"","",David W. Kranich ,1 ,"",33.33%
Total... ,"","3 1.90% Write In, if any ",2 ,"",66.67%
DC Statehood Green Party Registration & Turnout ,"",51 Total... ,3 ,"",100.00%
Election Day Turnout ,"",2 3.92%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",2 ,"",100.00%
Total... ,"",2 3.92% Total... ,2 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",36 4.21% Marcus Skelton ,3 ,"",100.00%
Eleanor Holmes Norton ,"","815 95.21% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",5 0.58% Total... ,3 ,"",100.00%
Total... ,"",856 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",1 ,"",100.00%
Vincent Orange ,"",43 4.90% Total... ,1 ,"",100.00%
Adrian Fenty ,"",471 53.71% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","12 1.37% Write In, if any ",0 ,"",0.00%
Linda Cropp ,"",320 36.49%,"","",""
Artee (RT) Milligan ,"",3 0.34% Total... ,0 ,"",0.00%
Marie Johns ,"",27 3.08% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",1 0.11% Total... ,0 ,"",0.00%
Total... ,"",877 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,1 ,"",50.00%
Vincent C. Gray ,"","683 80.16% Write In, if any ",1 ,"",50.00%
Kathy Patterson ,"",166 19.48% Total... ,2 ,"",100.00%
"Write In, if any ","",3 0.35%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",852 100.00%,"","",""
"","","Write In, if any ",0 ,"",0.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,0 ,"",0.00%
Phil Mendelson ,"",415 49.70%,"","",""
A. Scott Bolden ,"",412 49.34% SG - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
"Write In, if any ","",8 0.96% Ann C. Wilcox ,2 ,"",100.00%
"","","Write In, if any ",0,"",""
Total... ,"",835 100.00% ,"","",0.00%
"","",Total... ,2 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",556 67.48% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",258 31.31% Joyce Robinson-Paul ,2 ,"",100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 125 ,Precinct 126,"",""
SG - UNITED STATES SENATOR ,(Final) Registration & Turnout ,"","2,915"
"Write In, if any ",0 0.00% Election Day Turnout ,621 ,21.30%
Total... ,2 100.00% Absentee Turnout ,11 ,0.38%
"",Provisional Turnout ,42 ,1.44%
SG - UNITED STATES REPRESENTATIVE ,(Final),"",""
Keith R. Ware ,2 Total... 100.00%,674 ,23.12%
"Write In, if any ",0 0.00% Democratic Registration & Turnout ,"","2,729"
Total... ,2 100.00% Election Day Turnout ,617 ,22.61%
"",Absentee Turnout ,11 ,0.40%
"",Provisional Turnout ,41 ,1.50%
"",Total... ,669 ,24.51%
"",Republican Registration & Turnout ,"",149
"",Election Day Turnout ,4 ,2.68%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,1 ,0.67%
"",Total... ,5 ,3.36%
"",DC Statehood Green Party Registration & Turnout ,"",37
"",Election Day Turnout ,0 ,0.00%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,0 ,0.00%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"",Andy Miscuk ,25 ,3.85%
"",Eleanor Holmes Norton ,621 ,95.54%
"","Write In, if any ",4 ,0.62%
"",Total... ,650 ,100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,28 ,4.21%
"",Adrian Fenty ,354 ,53.23%
"",Michael A. Brown ,6 ,0.90%
"",Linda Cropp ,252 ,37.89%
"",Artee (RT) Milligan ,0 ,0.00%
"",Marie Johns ,23 ,3.46%
"",Nestor Djonkam ,0 ,0.00%
"","Write In, if any ",2 ,0.30%
"",Total... ,665 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,492 ,77.12%
"",Kathy Patterson ,142 ,22.26%
"","Write In, if any ",4 ,0.63%
"",Total... ,638 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,344 ,55.31%
"",A. Scott Bolden ,276 ,44.37%
"","Write In, if any ",2 ,0.32%
"",Total... ,622 ,100.00%
"",DEM - UNITED STATES SENATOR ,"",(Final)
"",Michael D. Brown ,465 ,74.88%
"",Philip Pannell ,154 ,24.80%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Precinct Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
Precinct 126 ,Precinct 126,"","",""
DEM - UNITED STATES SENATOR ,(Final) SG - UNITED STATES SENATOR ,"","",(Final)
"Write In, if any ","2 0.32% Write In, if any ","",0 ,0.00%
Total... ,621 100.00% Total... ,"",0 ,0.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) SG - UNITED STATES REPRESENTATIVE ,"","",(Final)
Mike Panetta ,240 41.24% Keith R. Ware ,"",0 ,0.00%
John J. Forster ,"253 43.47% Write In, if any ","",0 ,0.00%
James S. Bubar ,82 14.09% Total... ,"",0 ,0.00%
"Write In, if any ",7 1.20%,"","",""
Total... ,582 100.00%,"","",""
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",2 100.00%,"","",""
Total... ,2 100.00%,"","",""
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
David W. Kranich ,1 25.00%,"","",""
"Write In, if any ",3 75.00%,"","",""
Total... ,4 100.00%,"","",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",1 100.00%,"","",""
Total... ,1 100.00%,"","",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Marcus Skelton ,2 66.67%,"","",""
"Write In, if any ",1 33.33%,"","",""
Total... ,3 100.00%,"","",""
REP - UNITED STATES SENATOR ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
Chris Otten ,0 0.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Ann C. Wilcox ,0 0.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - UNITED STATES SENATOR ,(Final),"","",""
Joyce Robinson-Paul ,0 0.00%,"","",""
"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 127 ,"",Precinct 127,"",""
Registration & Turnout ,"","3,561 DEM - WARD SIX MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"","1275 35.80% Write In, if any 13 ","",1.07%
Absentee Turnout ,"","43 1.21% Total... 1,213 ","",100.00%
Provisional Turnout ,"",33 0.93%,"",""
"","",DEM - UNITED STATES SENATOR ,"",(Final)
Total... ,"","1,351 37.94% Michael D. Brown 725 ","",68.59%
Democratic Registration & Turnout ,"","3,190 Philip Pannell 313 ","",29.61%
Election Day Turnout ,"","1219 38.21% Write In, if any 19 ","",1.80%
Absentee Turnout ,"","41 1.29% Total... 1,057 ","",100.00%
Provisional Turnout ,"",30 0.94%,"",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"","1,290 40.44% Mike Panetta 469 ","",47.91%
Republican Registration & Turnout ,"",299 John J. Forster 306 ,"",31.26%
Election Day Turnout ,"",44 14.72% James S. Bubar 182 ,"",18.59%
Absentee Turnout ,"","1 0.33% Write In, if any 22 ","",2.25%
Provisional Turnout ,"",2 0.67% Total... 979 ,"",100.00%
Total... ,"",47 15.72% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DC Statehood Green Party Registration & Turnout ,"","72 Write In, if any 16 ","",100.00%
Election Day Turnout ,"",12 16.67% Total... 16 ,"",100.00%
Absentee Turnout ,"",1 1.39%,"",""
Provisional Turnout ,"",1 REP - MAYOR OF THE DISTRICT OF COLUMBIA 1.39%,"",(Final)
"","",David W. Kranich 35 ,"",77.78%
Total... ,"","14 19.44% Write In, if any 10 ","",22.22%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 45 ,"",100.00%
Andy Miscuk ,"",89 7.11%,"",""
Eleanor Holmes Norton ,"",1153 REP - CHAIRMAN OF THE COUNCIL 92.17%,"",(Final)
"Write In, if any ","","9 0.72% Write In, if any 17 ","",100.00%
Total... ,"","1,251 100.00% Total... 17 ","",100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
Vincent Orange ,"",31 2.42% Marcus Skelton 33 ,"",82.50%
Adrian Fenty ,"","665 51.91% Write In, if any 7 ","",17.50%
Michael A. Brown ,"",9 0.70% Total... 40 ,"",100.00%
Linda Cropp ,"",471 36.77% REP - WARD SIX MEMBER OF THE COUNCIL ,"",(Final)
Artee (RT) Milligan ,"",4 0.31% Tony Williams 39 ,"",86.67%
Marie Johns ,"","100 7.81% Write In, if any 6 ","",13.33%
Nestor Djonkam ,"",0 0.00%,"",""
"Write In, if any ","",1 0.08% Total... 45 ,"",100.00%
Total... ,"","1,281 100.00% REP - UNITED STATES SENATOR ","",(Final)
"","","Write In, if any 9 ","",100.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final),"",""
Vincent C. Gray ,"",770 62.15% Total... 9 ,"",100.00%
Kathy Patterson ,"",460 37.13% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","9 0.73% Write In, if any 9 ","",100.00%
Total... ,"","1,239 100.00% Total... 9 ","",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Phil Mendelson ,"","713 58.78% Write In, if any 7 ","",100.00%
A. Scott Bolden ,"",495 40.81% Total... 7 ,"",100.00%
"Write In, if any ","",5 0.41%,"",""
"","",SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"","1,213 100.00%","",""
"","",Chris Otten 7 ,"",53.85%
DEM - WARD SIX MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 6 ","",46.15%
Leo Pinson ,"",113 9.32% Total... 13 ,"",100.00%
"Curtis L. Etherly, Jr. ","",433 35.70%,"",""
Tommy Wells ,"",654 53.92%,"",""
"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
